f1(xpos),f2(ypos),f3(zpos),f27,f28,f29,f30,f31
-167,-20,0,0.01,-1.25,1.25,-9.4375,-10.4375
-150,-20,0,0.1,-1.25,1.25,-8.5,-9.375
-135,-20,0,0.1,-1.25,1.25,-7.3125,-8.4375
-115,-20,0,0.1,-1.25,1.25,-6.0625,-7.1875
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
